date,well_id,water_level,rainfall,temp,population,land_use,level_ma_3,rainfall_ma_7,level_diff
2023-01-01,W1,50.49671415301123,13.203947534354626,20.653399737914885,1000.0,53.02651326349002,50.53602078857815,12.05305237770337,0.0
2023-01-02,W1,50.06248493754541,5.598677938918857,18.835030601764416,1000.2008032128514,44.10321617481616,50.53602078857815,12.05305237770337,-0.4342292154658196
2023-01-03,W1,51.04886327517781,19.09730561326388,19.978185300730363,1000.4016064257028,40.448544968185075,50.53602078857815,12.05305237770337,0.9863783376323951
2023-01-04,W1,52.12398313321674,14.75793833391537,20.986257620640618,1000.6024096385543,57.24277594334657,51.07844378197999,12.05305237770337,1.0751198580389314
2023-01-05,W1,50.56560930823984,11.087081050228013,22.213109529754963,1000.8032128514056,80.39769794008976,51.2461519055448,12.05305237770337,-1.558373824976897
2023-01-06,W1,50.76314538652647,12.234414924687044,21.454069744125583,1001.004016064257,53.840149038078756,51.15091260932768,12.05305237770337,0.19753607828662467
2023-01-07,W1,52.77240654171044,8.392001248555799,22.526499472784465,1001.2048192771084,66.16551750805415,51.36705374549225,12.05305237770337,2.009261155183971
2023-01-08,W1,52.15461562176119,4.954619790023149,20.480219870809307,1001.4056224899598,73.7855766906525,51.896722516666024,10.874576985656017,-0.6177909199492504
2023-01-09,W1,51.10945662132682,7.119453573025232,21.252696124028898,1001.6064257028113,52.016810987873185,52.01215959493282,11.091830647671214,-1.0451590004343672
2023-01-10,W1,52.310694885924796,15.156922209287382,21.93151500213959,1001.8072289156627,42.68170566548643,51.858255709670935,10.528918732817427,1.2012382645979756
2023-01-11,W1,51.49106958348665,0.28786977259511737,18.92198527081326,1002.0080321285141,87.66653778624494,51.63707369691275,8.461766081200249,-0.8196253024381477
2023-01-12,W1,51.67195803237379,2.3214528101383247,22.880902662207557,1002.2088353413654,41.75060840278921,51.824574167261744,7.209533475473149,0.1808884488871385
2023-01-13,W1,52.559403202624765,0.920052840435055,19.63007967437868,1002.4096385542168,46.19428505755876,51.90747693949507,5.593196034865722,0.8874451702509774
2023-01-14,W1,50.58017658619889,0.8145760463794027,22.607870414720598,1002.6104417670683,99.03413133417772,51.60384594039915,4.510706720269094,-1.9792266164258763
2023-01-15,W1,50.94053379894605,17.109211680220145,22.416677241406937,1002.8112449799197,0.02375235758845795,51.3600378625899,6.247076990297237,0.3603572127471608
2023-01-16,W1,52.27086043441376,14.073157187600474,19.5080661521889,1003.0120481927711,18.547290957672246,51.2638569398529,7.2404632209508435,1.3303266354677135
2023-01-17,W1,51.983444269867974,9.483476581746505,19.67523518849867,1003.2128514056225,38.39638899197257,51.731612834409255,6.429970988445004,-0.2874161645457889
2023-01-18,W1,53.4688181745495,1.9566832130200296,23.512164976999113,1003.4136546184739,93.25899094252529,52.57437429294375,6.668372908505704,1.4853739046815235
2023-01-19,W1,52.39975496657579,9.832317502336647,23.408467589545374,1003.6144578313254,7.002970574747103,52.61733913699775,7.741353578819752,-1.0690632079737057
2023-01-20,W1,52.043349216491634,9.469435415611313,21.425547587778766,1003.8152610441767,0.9485433628498074,52.63730745253898,8.962693946702075,-0.3564057500841571
2023-01-21,W1,55.06360276771573,3.4640373982003037,21.53572953695442,1004.0160642570281,5.268383597722859,53.16890231692772,9.34118842553363,3.0202535512240942
2023-01-22,W1,53.508676501188035,8.67703298475946,23.039871301659122,1004.2168674698795,8.854341061361815,53.53854282846513,8.136591469039248,-1.5549262665276942
2023-01-23,W1,53.93245740493623,7.970094687947469,22.62257095394259,1004.4176706827309,3.759677320626087,54.16824555794667,7.264725397660248,0.4237809037481952
2023-01-24,W1,52.5644245941753,12.31700196104433,23.796081178137932,1004.6184738955824,47.97813268565048,53.335186166766526,7.669514737559936,-1.3680328107609299
2023-01-25,W1,53.56260045486383,12.701873017352876,23.325892100473418,1004.8192771084338,58.07572072273277,53.353160817991785,9.20454185246463,0.9981758606885336
2023-01-26,W1,54.329092998788816,0.9060801954408904,24.532154924285543,1005.0200803212851,27.168697106900407,53.48537268260932,7.929365094336663,0.7664925439249828
2023-01-27,W1,53.17156158478924,7.492252292529424,24.020137141586055,1005.2208835341365,39.828738397563555,53.687751679480634,7.646910362467823,-1.1575314139995783
2023-01-28,W1,54.795667119970325,12.517198314284727,23.869825659281936,1005.4216867469879,9.169933511143014,54.098773901182795,8.940219064765598,1.6241055351810871
